year,player,player_key,tempo_seconds_empty,pitches_empty,injury,source_records,in_velocity_merge,player_id,primary_velocity_mph
2022,Dennis Santana,dennis santana,22.92,472,0,1,1,642701,97.6
2022,A.J. Minter,a.j. minter,23.029,453,0,1,1,621345,96.6
2022,Joe Kelly,joe kelly,23.086,329,0,1,0,,
2022,Noé Ramirez,noé ramirez,23.1,378,0,1,1,598287,89.8
2022,Ryan Helsley,ryan helsley,23.103,387,0,1,1,664854,99.6
2022,Jake Diekman,jake diekman,23.533,566,0,1,1,518617,95.7
2022,Alex Colomé,alex colomé,23.552,351,0,1,0,,
2022,Emilio Pagán,emilio pagán,23.83,460,0,1,1,641941,95.6
2022,Josh Staumont,josh staumont,23.927,333,0,1,0,,
2022,Hunter Strickland,hunter strickland,24.262,471,0,1,1,519326,95.0
2022,Alex Vesia,alex vesia,24.456,416,0,1,1,681911,94.1
2022,Andrew Bellatti,andrew bellatti,24.586,414,0,1,1,571479,94.4
2022,Devin Williams,devin williams,24.717,468,0,1,1,642207,93.9
2022,Kyle Finnegan,kyle finnegan,25.543,471,0,1,1,640448,97.0
2022,Kenley Jansen,kenley jansen,25.579,422,1,1,1,445276,93.6
2022,Jonathan Loáisiga,jonathan loáisiga,25.761,330,0,1,0,,
2022,Giovanny Gallegos,giovanny gallegos,25.811,390,0,1,1,606149,94.3
2023,Wade Miley,wade miley,11.261,617,0,1,1,489119,90.4
2023,Logan Allen,logan allen,11.516,601,0,1,1,671106,91.4
2023,Brent Suter,brent suter,11.923,317,0,1,1,608718,86.0
2023,Mitch Keller,mitch keller,12.125,878,0,1,1,656605,95.2
2023,Jakob Junis,jakob junis,12.245,363,0,1,1,596001,93.9
2023,Steven Matz,steven matz,12.345,522,0,1,1,571927,94.1
2023,Rich Hill,rich hill,12.517999999999999,682,0,1,1,448179,88.4
2023,Brusdar Graterol,brusdar graterol,12.583,231,0,1,1,660813,98.3
2023,Miles Mikolas,miles mikolas,12.601000000000003,881,0,1,1,571945,93.3
2023,Josh Fleming,josh fleming,12.603,237,1,1,0,,
2023,Taijuan Walker,taijuan walker,12.675,900,0,1,1,592836,92.8
2023,Bryce Elder,bryce elder,12.681000000000001,798,0,1,1,693821,90.8
2023,Ty Blach,ty blach,12.715,304,0,1,1,621389,90.2
2023,Hogan Harris,hogan harris,12.735,296,0,1,1,663687,92.6
2023,Osvaldo Bido,osvaldo bido,12.761000000000001,235,0,1,1,674370,94.7
2023,Louis Varland,louis varland,12.763,290,0,1,1,686973,95.3
2023,Cal Quantrill,cal quantrill,12.78,467,1,1,1,615698,93.7
2023,Brad Keller,brad keller,12.822,251,1,1,1,641745,93.3
2023,Marco Gonzales,marco gonzales,12.837,215,1,1,1,594835,89.2
2023,Quinn Priester,quinn priester,12.838,270,0,1,1,682990,92.7
2023,Andrew Vasquez,andrew vasquez,12.92,189,0,1,1,607755,89.1
2023,Luis Castillo,luis castillo,12.932,905,0,1,1,622491,96.3
2023,Reese Olson,reese olson,12.933,430,0,1,1,681857,94.8
2023,Tyler Alexander,tyler alexander,12.935,785,1,1,0,,
2023,Keaton Winn,keaton winn,12.945,259,0,1,0,,
2023,Tyler Anderson,tyler anderson,12.961999999999998,425,0,1,1,542881,90.1
2023,Tyler Wells,tyler wells,12.974999999999998,316,0,1,1,669330,92.5
2023,JP Sears,jp sears,12.978,488,0,1,1,676664,93.1
2023,Zac Gallen,zac gallen,12.996,701,0,1,1,668678,93.5
2023,Sam Long,sam long,13.038,207,0,1,0,,
2023,Ross Stripling,ross stripling,13.045,181,0,1,1,548389,92.4
2023,Jesse Chavez,jesse chavez,13.079,362,0,1,0,,
2023,Chris Bassitt,chris bassitt,13.092,1017,0,1,1,605135,92.4
2023,Zack Greinke,zack greinke,13.14,342,1,1,1,425844,89.5
2023,George Kirby,george kirby,13.148,315,0,1,1,669923,96.1
2023,Tanner Houck,tanner houck,13.162,773,0,1,1,656557,93.9
2023,Joe Ryan,joe ryan,13.169000000000002,686,0,1,1,657746,92.3
2023,Cole Irvin,cole irvin,13.199,323,0,1,1,608344,92.2
2023,Zach Eflin,zach eflin,13.221,147,0,1,1,621107,93.1
2023,Kutter Crawford,kutter crawford,13.223,573,0,1,1,676710,93.6
2023,Griffin Jax,griffin jax,13.232,872,0,1,1,643377,96.5
2023,Gerrit Cole,gerrit cole,13.247999999999998,892,0,1,1,543037,96.7
2023,Cristopher Sánchez,cristopher sánchez,13.252,226,1,1,1,650911,93.9
2023,Yusei Kikuchi,yusei kikuchi,13.307,277,0,1,1,579328,95.1
2023,Shane Bieber,shane bieber,13.315,252,1,1,1,669456,91.3
2023,Logan Webb,logan webb,13.329,564,0,1,1,657277,92.6
2023,Tyler Glasnow,tyler glasnow,13.335,599,0,1,1,607192,96.4
2023,Ben Lively,ben lively,13.337999999999997,692,0,1,1,594902,90.7
2023,Martín Pérez,martín pérez,13.369,227,0,1,1,527048,91.6
2023,Jake Irvin,jake irvin,13.378000000000002,334,0,1,1,663623,94.5
2023,Ryan Borucki,ryan borucki,13.398,494,0,1,0,,
2023,Joey Krehbiel,joey krehbiel,13.398,321,0,1,0,,
2023,Matt Strahm,matt strahm,13.408,357,0,1,1,621381,93.4
2023,Griffin Canning,griffin canning,13.415,595,0,1,1,656288,94.7
2023,Andrew Heaney,andrew heaney,14.152420560747665,535,0,2,1,571760,92.5
2023,Colin Poche,colin poche,13.419,458,0,1,1,621363,92.5
2023,José Berríos,josé berríos,13.428,717,0,1,1,621244,94.3
2023,Dane Dunning,dane dunning,13.438,795,0,1,1,641540,90.6
2023,Framber Valdez,framber valdez,13.438,251,0,1,1,664285,94.5
2023,Kyle Gibson,kyle gibson,13.470000000000002,640,0,1,1,502043,92.1
2023,Alec Marsh,alec marsh,13.477,500,0,1,1,679525,94.2
2023,Alex Wood,alex wood,13.482,249,0,1,1,622072,91.5
2023,Tanner Bibee,tanner bibee,13.488000000000001,732,1,1,1,676440,94.9
2023,Sonny Gray,sonny gray,13.489,233,0,1,1,543243,92.9
2023,Hoby Milner,hoby milner,13.5,523,0,1,1,571948,89.0
2023,Alex Cobb,alex cobb,13.508,538,0,1,1,502171,95.6
2023,Emmet Sheehan,emmet sheehan,13.514999999999999,208,0,1,1,686218,95.4
2023,Ryan Yarbrough,ryan yarbrough,13.515,252,0,1,1,642232,87.0
2023,Brandon Pfaadt,brandon pfaadt,13.521000000000003,359,0,1,1,694297,93.7
2023,Ryan Feltner,ryan feltner,13.526000000000002,178,0,1,0,,
2023,José Ureña,josé ureña,13.535,824,0,1,0,,
2023,Bobby Miller,bobby miller,13.547,807,0,1,1,676272,99.1
2023,Aaron Nola,aaron nola,13.562,553,0,1,1,605400,92.7
2023,Zach Plesac,zach plesac,13.567,431,0,1,0,,
2023,Hyun Jin Ryu,hyun jin ryu,13.577,269,1,1,1,547943,88.7
2023,Bailey Ober,bailey ober,13.591,556,0,1,1,641927,91.3
2023,Justin Steele,justin steele,13.593,392,0,1,1,657006,91.8
2023,Seth Lugo,seth lugo,13.607999999999999,473,0,1,1,607625,93.4
2023,Graham Ashcraft,graham ashcraft,13.611,250,1,1,1,668933,96.5
2023,Bryan Woo,bryan woo,13.618000000000002,623,1,1,1,693433,95.1
2023,Nick Pivetta,nick pivetta,13.639999999999999,663,0,1,1,601713,94.6
2023,Tarik Skubal,tarik skubal,13.67,591,1,1,1,669373,95.8
2023,Brayan Bello,brayan bello,13.695,231,1,1,1,678394,95.5
2023,Hayden Wesneski,hayden wesneski,13.698,727,0,1,1,669713,94.3
2023,Dean Kremer,dean kremer,13.732,760,0,1,1,665152,94.6
2023,Reiver Sanmartin,reiver sanmartin,13.74,183,1,1,0,,
2023,Mason Englert,mason englert,13.772,751,0,1,1,669438,91.1
2023,Spencer Strider,spencer strider,13.789,706,0,1,1,675911,97.2
2023,Kyle Freeland,kyle freeland,13.791,584,1,1,1,607536,88.8
2023,Pablo López,pablo lópez,13.8,322,0,1,1,641154,94.9
2023,Zack Wheeler,zack wheeler,13.807,480,0,1,1,554430,95.8
2023,Kyle Hendricks,kyle hendricks,13.826999999999998,730,1,1,1,543294,87.8
2023,Anthony DeSclafani,anthony desclafani,13.830999999999998,685,1,1,1,543101,93.2
2023,Tim Hill,tim hill,13.837,589,1,1,0,,
2023,Hunter Brown,hunter brown,13.838,273,0,1,1,686613,95.7
2023,Chris Flexen,chris flexen,13.849,270,0,1,1,623167,91.9
2023,Ranger Suárez,ranger suárez,13.855,312,1,1,1,624133,93.4
2023,Julio Urías,julio urías,13.859,629,0,1,1,628711,92.7
2023,Luis Severino,luis severino,13.86,605,0,1,1,622663,96.5
2023,Austin Gomber,austin gomber,13.866,268,0,1,1,596295,90.6
2023,Jake Woodford,jake woodford,13.875,441,1,1,1,663765,92.5
2023,Max Scherzer,max scherzer,13.889,244,1,1,1,453286,93.7
2023,Clarke Schmidt,clarke schmidt,13.906,570,0,1,1,657376,95.2
2023,José Cisnero,josé cisnero,13.911,552,0,1,1,542585,95.8
2023,Drew Smyly,drew smyly,13.911,512,0,1,1,592767,90.6
2023,Jameson Taillon,jameson taillon,13.916,365,0,1,1,592791,93.7
2023,Trevor Richards,trevor richards,13.926,299,0,1,1,670950,92.8
2023,Matt Moore,matt moore,13.927000000000001,652,0,1,1,519043,94.0
2023,Trevor Williams,trevor williams,13.96,209,0,1,1,592866,89.7
2023,Jordan Montgomery,jordan montgomery,13.963,228,0,1,1,656756,93.2
2023,Xzavion Curry,xzavion curry,13.991,234,0,1,1,675540,92.5
2023,Merrill Kelly,merrill kelly,13.997,463,0,1,1,518876,92.2
2023,Zach Logue,zach logue,14.008,299,0,1,0,,
2023,Ryne Nelson,ryne nelson,14.012,445,0,1,1,669194,94.4
2023,Bailey Falter,bailey falter,14.04,465,0,1,1,663559,90.7
2023,Joey Wentz,joey wentz,14.041,777,0,1,1,666214,93.4
2023,Gavin Williams,gavin williams,14.047,338,0,1,1,668909,95.7
2023,Chase Anderson,chase anderson,14.065,724,1,1,1,502624,93.3
2023,Jordan Lyles,jordan lyles,14.076,210,0,1,1,543475,91.2
2023,Paul Blackburn,paul blackburn,14.081,224,0,1,1,621112,91.9
2023,Eury Pérez,eury pérez,14.081,861,1,1,1,691587,97.5
2023,José Butto,josé butto,14.082999999999998,361,0,1,0,,
2023,Brandon Williamson,brandon williamson,14.085,214,0,1,1,682227,92.8
2023,Buck Farmer,buck farmer,14.093,678,0,1,1,571656,93.9
2023,Kevin Gausman,kevin gausman,14.1,614,0,1,1,592332,94.7
2023,Keegan Thompson,keegan thompson,14.103,389,0,1,0,,
2023,Jon Gray,jon gray,14.109,373,1,1,1,592351,95.7
2023,Braxton Garrett,braxton garrett,14.111,259,0,1,1,666129,90.8
2023,Reid Detmers,reid detmers,14.120999999999999,440,0,1,1,672282,94.4
2023,Lance Lynn,lance lynn,14.142999999999999,306,0,1,1,458681,92.4
2023,Kyle Bradish,kyle bradish,14.147,336,0,1,1,680694,94.5
2023,Logan Gilbert,logan gilbert,14.15,253,0,1,1,669302,95.7
2023,Dakota Hudson,dakota hudson,14.163,660,0,1,1,641712,91.1
2023,Marcus Stroman,marcus stroman,14.167,383,0,1,1,573186,92.0
2023,Dylan Cease,dylan cease,14.18,408,0,1,1,656302,95.6
2023,Jesús Luzardo,jesús luzardo,14.181,676,0,1,1,666200,96.7
2023,Charlie Morton,charlie morton,14.196,242,0,1,1,450203,94.9
2023,Drew Rucinski,drew rucinski,14.197,992,0,1,0,,
2023,Eric Lauer,eric lauer,14.197999999999999,340,1,1,1,641778,90.8
2023,Jhony Brito,jhony brito,14.221,841,0,1,1,666745,95.8
2023,Patrick Corbin,patrick corbin,14.221,274,0,1,1,571578,91.7
2023,Connor Seabold,connor seabold,14.226000000000003,386,0,1,1,657756,92.6
2023,José Soriano,josé soriano,14.246,698,0,1,0,,
2023,Brady Singer,brady singer,14.254,632,0,1,1,663903,92.4
2023,Randy Vásquez,randy vásquez,14.256,192,0,1,0,,
2023,Adrian Houser,adrian houser,14.261,224,1,1,1,605288,93.4
2023,Clayton Kershaw,clayton kershaw,14.263,458,1,1,1,477132,90.7
2023,Luis Cessa,luis cessa,14.265,243,0,1,0,,
2023,Noah Syndergaard,noah syndergaard,14.267,266,0,1,1,592789,92.2
2023,Tommy Henry,tommy henry,14.279,433,1,1,1,674072,90.7
2023,J.P. France,j.p. france,14.323,219,0,1,1,641585,93.1
2023,Johan Oviedo,johan oviedo,14.342,233,0,1,1,670912,95.8
2023,Justin Verlander,justin verlander,14.372,230,1,1,1,434378,94.3
2023,Nathan Eovaldi,nathan eovaldi,14.372,228,1,1,1,543135,95.1
2023,Michael Kopech,michael kopech,14.373,183,1,1,1,656629,95.2
2023,Brandon Woodruff,brandon woodruff,14.392,229,1,1,1,605540,95.8
2023,Joe Musgrove,joe musgrove,14.397,228,1,1,1,605397,93.1
2023,Freddy Peralta,freddy peralta,14.406,818,0,1,1,642547,94.4
2023,Cody Bradford,cody bradford,14.423,540,0,1,1,674003,90.4
2023,Josiah Gray,josiah gray,14.437999999999999,301,0,1,1,680686,93.6
2023,Michael Lorenzen,michael lorenzen,14.443,940,0,1,1,547179,94.3
2023,Colin Rea,colin rea,14.445,204,0,1,1,607067,93.2
2023,Alex Faedo,alex faedo,14.475,540,0,1,1,656412,92.9
2023,Jordan Wicks,jordan wicks,14.492,255,0,1,0,,
2023,Luis Medina,luis medina,14.503,485,0,1,1,665622,96.1
2023,Nick Martinez,nick martinez,14.532999999999998,785,0,1,1,607259,93.3
2023,Shane McClanahan,shane mcclanahan,14.535,502,1,1,1,663556,96.8
2023,Kenta Maeda,kenta maeda,14.56,284,1,1,1,628317,91.0
2023,Triston McKenzie,triston mckenzie,14.565,187,1,1,0,,
2023,Kenny Rosenberg,kenny rosenberg,14.568,691,0,1,0,,
2023,Nestor Cortes,nestor cortes,14.571,274,1,1,1,641482,91.6
2023,José Quintana,josé quintana,14.606,277,0,1,0,,
2023,Patrick Sandoval,patrick sandoval,14.621,230,0,1,1,663776,93.0
2023,Javier Assad,javier assad,14.639999999999999,208,0,1,1,665871,93.1
2023,Sean Manaea,sean manaea,14.643,288,0,1,1,640455,93.8
2023,MacKenzie Gore,mackenzie gore,14.648,208,0,1,1,669022,95.0
2023,John Schreiber,john schreiber,14.665,864,0,1,1,670167,93.2
2023,Corbin Burnes,corbin burnes,14.669,416,0,1,1,669203,95.3
2023,Kodai Senga,kodai senga,14.672,300,0,1,1,673540,95.7
2023,Wandy Peralta,wandy peralta,14.675,447,1,1,1,593974,95.7
2023,Bryan Abreu,bryan abreu,14.679,872,0,1,1,650556,97.6
2023,Michael King,michael king,14.682,196,0,1,1,650633,94.7
2023,Lucas Giolito,lucas giolito,14.685,330,0,1,1,608337,93.1
2023,Trevor Rogers,trevor rogers,14.696,208,1,1,0,,
2023,Mason Miller,mason miller,14.738,158,1,1,0,,
2023,Zach Davies,zach davies,14.742,265,0,1,1,605200,89.4
2023,Yimi García,yimi garcía,14.744,402,0,1,1,554340,96.0
2023,Roansy Contreras,roansy contreras,14.754,671,0,1,1,672710,94.3
2023,José Urquidy,josé urquidy,14.762000000000002,280,1,1,1,664353,93.1
2023,Cristian Javier,cristian javier,14.764,716,0,1,1,664299,92.7
2023,Garrett Hill,garrett hill,14.771,260,0,1,0,,
2023,Matthew Liberatore,matthew liberatore,14.771999999999998,295,0,1,1,669461,94.2
2023,Carlos Carrasco,carlos carrasco,14.783,256,1,1,1,471911,92.7
2023,Brandon Bielak,brandon bielak,14.791000000000002,318,0,1,1,656232,92.1
2023,Trevor Stephan,trevor stephan,14.8,518,0,1,1,663986,94.9
2023,Michael Wacha,michael wacha,14.805,557,1,1,1,608379,92.0
2023,Erik Swanson,erik swanson,14.82,183,0,1,1,657024,93.7
2023,Sandy Alcantara,sandy alcantara,14.833,299,1,1,1,645261,98.0
2023,Aaron Ashby,aaron ashby,14.839,252,1,1,0,,
2023,Max Fried,max fried,14.847,369,1,1,1,608331,94.0
2023,A.J. Minter,a.j. minter,14.85,654,1,1,1,621345,95.8
2023,Aaron Civale,aaron civale,14.865,374,0,1,1,650644,91.8
2023,Nick Lodolo,nick lodolo,14.872,233,0,1,0,,
2023,Andrew Nardi,andrew nardi,14.873,878,1,1,1,677053,94.6
2023,Luke Weaver,luke weaver,14.882,699,1,1,1,596133,94.0
2023,Génesis Cabrera,génesis cabrera,14.892000000000001,883,0,1,1,650893,96.0
2023,Carlos Rodón,carlos rodón,14.939,662,1,1,1,607074,95.3
2023,Blake Snell,blake snell,14.942,219,0,1,1,605483,95.5
2023,Emmanuel Clase,emmanuel clase,14.943,401,0,1,1,661403,100.6
2023,Grayson Rodriguez,grayson rodriguez,14.945,250,0,1,1,680570,97.4
2023,Shohei Ohtani,shohei ohtani,14.973,982,0,1,1,660271,96.8
2023,Joe Kelly,joe kelly,14.977,190,1,1,0,,
2023,Edward Cabrera,edward cabrera,14.979,351,0,1,1,665795,96.2
2023,Phil Bickford,phil bickford,14.993,355,0,1,1,641360,93.7
2023,Daniel Lynch IV,daniel lynch iv,15.026,300,1,1,0,,
2023,Clay Holmes,clay holmes,15.039999999999997,343,0,1,1,605280,95.7
2023,Paul Sewald,paul sewald,15.06,335,0,1,1,623149,92.2
2023,Luis García,luis garcía,15.065,240,1,1,1,472610,96.9
2023,Cionel Pérez,cionel pérez,15.067999999999998,197,1,1,1,672335,96.8
2023,David Robertson,david robertson,15.073,642,0,1,1,502085,93.8
2023,David Bednar,david bednar,15.091,629,0,1,1,670280,96.6
2023,Drew Smith,drew smith,15.102,239,0,1,1,622098,95.0
2023,Alex Lange,alex lange,15.112,964,0,1,1,656638,96.1
2023,Ryan Helsley,ryan helsley,15.142,266,1,1,0,,
2023,Camilo Doval,camilo doval,15.172,481,0,1,1,666808,99.2
2023,James Kaprielian,james kaprielian,15.173,282,1,1,1,621076,92.3
2023,Pete Fairbanks,pete fairbanks,15.201000000000002,673,1,1,0,,
2023,Tony Gonsolin,tony gonsolin,15.241000000000001,843,1,1,1,664062,92.4
2023,Ryne Stanek,ryne stanek,15.268,203,0,1,1,592773,98.2
2023,Jimmy Herget,jimmy herget,15.303,250,0,1,0,,
2023,Jordan Romano,jordan romano,15.338,396,0,1,1,605447,96.7
2023,Tim Mayza,tim mayza,15.361,231,0,1,0,,
2023,José Leclerc,josé leclerc,15.391,361,0,1,1,600917,95.1
2023,Félix Bautista,félix bautista,15.425,198,1,1,1,642585,99.5
2023,Phil Maton,phil maton,15.428,206,1,1,1,664208,88.3
2023,Kenley Jansen,kenley jansen,15.438,278,0,1,0,,
2023,Alek Manoah,alek manoah,15.463,241,0,1,1,666201,92.8
2023,Jorge López,jorge lópez,15.471,622,0,1,1,605347,96.9
2023,Frankie Montas,frankie montas,15.543,192,1,1,0,,
2023,Devin Williams,devin williams,15.622,405,0,1,1,642207,94.2
2023,Gregory Soto,gregory soto,15.713999999999999,331,0,1,1,642397,98.8
2023,Yu Darvish,yu darvish,15.791000000000002,280,1,1,1,506433,94.7
2023,Aaron Loup,aaron loup,15.922,284,1,1,1,571901,91.2
2023,Jonathan Loáisiga,jonathan loáisiga,15.997,478,1,1,0,,
2023,Giovanny Gallegos,giovanny gallegos,16.025,247,1,1,1,606149,93.7
2023,Reynaldo López,reynaldo lópez,16.049,237,0,1,1,625643,98.2
2023,Collin McHugh,collin mchugh,16.495,667,1,1,1,543521,91.3
2023,Mychal Givens,mychal givens,16.731,328,1,1,0,,
2023,Robbie Ray,robbie ray,16.993,820,1,1,0,,
2023,Josh Hader,josh hader,17.729,743,0,1,1,623352,96.1
